"Date","Country_Region","Confirmed","Deaths","Daily_Cases","Daily_Deaths"
"2020-02-03",Kuwait,0,0,0,0
"2020-02-03",Kyrgyzstan,0,0,0,0
"2020-02-03",Laos,0,0,0,0
"2020-02-03",Latvia,0,0,0,0
"2020-02-03",Lebanon,0,0,0,0
"2020-02-03",Lesotho,0,0,0,0
"2020-02-03",Liberia,0,0,0,0
"2020-02-03",Libya,0,0,0,0
"2020-02-03",Liechtenstein,0,0,0,0
"2020-02-03",Lithuania,0,0,0,0
"2020-02-03",Luxembourg,0,0,0,0
"2020-02-03",MS Zaandam,0,0,0,0
"2020-02-03",Madagascar,0,0,0,0
"2020-02-03",Malawi,0,0,0,0
"2020-02-03",Malaysia,8,0,0,0
"2020-02-03",Maldives,0,0,0,0
"2020-02-03",Mali,0,0,0,0
"2020-02-03",Malta,0,0,0,0
"2020-02-03",Marshall Islands,0,0,0,0
"2020-02-03",Mauritania,0,0,0,0
"2020-02-03",Mauritius,0,0,0,0
"2020-02-03",Mexico,0,0,0,0
"2020-02-03",Micronesia,0,0,0,0
"2020-02-03",Moldova,0,0,0,0
"2020-02-03",Monaco,0,0,0,0
"2020-02-03",Mongolia,0,0,0,0
"2020-02-03",Montenegro,0,0,0,0
"2020-02-03",Morocco,0,0,0,0
"2020-02-03",Mozambique,0,0,0,0
"2020-02-03",Namibia,0,0,0,0
"2020-02-03",Nepal,1,0,0,0
"2020-02-03",Netherlands,0,0,0,0
"2020-02-03",New Zealand,0,0,0,0
"2020-02-03",Nicaragua,0,0,0,0
"2020-02-03",Niger,0,0,0,0
"2020-02-03",Nigeria,0,0,0,0
"2020-02-03",North Macedonia,0,0,0,0
"2020-02-03",Norway,0,0,0,0
"2020-02-03",Oman,0,0,0,0
"2020-02-03",Pakistan,0,0,0,0
"2020-02-03",Panama,0,0,0,0
"2020-02-03",Papua New Guinea,0,0,0,0
"2020-02-03",Paraguay,0,0,0,0
"2020-02-03",Peru,0,0,0,0
"2020-02-03",Philippines,2,1,0,0
"2020-02-03",Poland,0,0,0,0
"2020-02-03",Portugal,0,0,0,0
"2020-02-03",Qatar,0,0,0,0
"2020-02-03",Romania,0,0,0,0
"2020-02-03",Russia,2,0,0,0
"2020-02-03",Rwanda,0,0,0,0
"2020-02-03",Saint Kitts and Nevis,0,0,0,0
"2020-02-03",Saint Lucia,0,0,0,0
"2020-02-03",Saint Vincent and the Grenadines,0,0,0,0
"2020-02-03",Samoa,0,0,0,0
"2020-02-03",San Marino,0,0,0,0
"2020-02-03",Sao Tome and Principe,0,0,0,0
"2020-02-03",Saudi Arabia,0,0,0,0
"2020-02-03",Senegal,0,0,0,0
"2020-02-03",Serbia,0,0,0,0
"2020-02-03",Seychelles,0,0,0,0
"2020-02-03",Sierra Leone,0,0,0,0
"2020-02-03",Singapore,18,0,0,0
"2020-02-03",Slovakia,0,0,0,0
"2020-02-03",Slovenia,0,0,0,0
"2020-02-03",Solomon Islands,0,0,0,0
"2020-02-03",Somalia,0,0,0,0
"2020-02-03",South Africa,0,0,0,0
"2020-02-03",South Sudan,0,0,0,0
"2020-02-03",Spain,1,0,0,0
"2020-02-03",Sri Lanka,1,0,0,0
"2020-02-03",Sudan,0,0,0,0
"2020-02-03",Suriname,0,0,0,0
"2020-02-03",Sweden,1,0,0,0
"2020-02-03",Switzerland,0,0,0,0
"2020-02-03",Syria,0,0,0,0
"2020-02-03",Taiwan,10,0,0,0
"2020-02-03",Tajikistan,0,0,0,0
"2020-02-03",Tanzania,0,0,0,0
"2020-02-03",Thailand,19,0,0,0
"2020-02-03",Timor-Leste,0,0,0,0
"2020-02-03",Togo,0,0,0,0
"2020-02-03",Trinidad and Tobago,0,0,0,0
"2020-02-03",Tunisia,0,0,0,0
"2020-02-03",Turkey,0,0,0,0
"2020-02-03",US,11,0,3,0
"2020-02-03",Uganda,0,0,0,0
"2020-02-03",Ukraine,0,0,0,0
"2020-02-03",United Arab Emirates,5,0,0,0
"2020-02-03",United Kingdom,8,0,6,0
"2020-02-03",Uruguay,0,0,0,0
"2020-02-03",Uzbekistan,0,0,0,0
"2020-02-03",Vanuatu,0,0,0,0
"2020-02-03",Venezuela,0,0,0,0
"2020-02-03",Vietnam,8,0,2,0
"2020-02-03",West Bank and Gaza,0,0,0,0
"2020-02-03",Yemen,0,0,0,0
"2020-02-03",Zambia,0,0,0,0
"2020-02-03",Zimbabwe,0,0,0,0
"2020-02-04",Afghanistan,0,0,0,0
"2020-02-04",Albania,0,0,0,0
"2020-02-04",Algeria,0,0,0,0
"2020-02-04",Andorra,0,0,0,0
"2020-02-04",Angola,0,0,0,0
"2020-02-04",Antigua and Barbuda,0,0,0,0
"2020-02-04",Argentina,0,0,0,0
"2020-02-04",Armenia,0,0,0,0
"2020-02-04",Australia,13,0,1,0
"2020-02-04",Austria,0,0,0,0
"2020-02-04",Azerbaijan,0,0,0,0
"2020-02-04",Bahamas,0,0,0,0
"2020-02-04",Bahrain,0,0,0,0
"2020-02-04",Bangladesh,0,0,0,0
"2020-02-04",Barbados,0,0,0,0
"2020-02-04",Belarus,0,0,0,0
"2020-02-04",Belgium,1,0,1,0
"2020-02-04",Belize,0,0,0,0
"2020-02-04",Benin,0,0,0,0
"2020-02-04",Bhutan,0,0,0,0
"2020-02-04",Bolivia,0,0,0,0
"2020-02-04",Bosnia and Herzegovina,0,0,0,0
"2020-02-04",Botswana,0,0,0,0
"2020-02-04",Brazil,0,0,0,0
"2020-02-04",Brunei,0,0,0,0
"2020-02-04",Bulgaria,0,0,0,0
"2020-02-04",Burkina Faso,0,0,0,0
"2020-02-04",Burma,0,0,0,0
"2020-02-04",Burundi,0,0,0,0
"2020-02-04",Cabo Verde,0,0,0,0
"2020-02-04",Cambodia,1,0,0,0
"2020-02-04",Cameroon,0,0,0,0
"2020-02-04",Canada,4,0,0,0
"2020-02-04",Central African Republic,0,0,0,0
"2020-02-04",Chad,0,0,0,0
"2020-02-04",Chile,0,0,0,0
"2020-02-04",China,23707,491,3991,66
"2020-02-04",Colombia,0,0,0,0
"2020-02-04",Comoros,0,0,0,0
"2020-02-04",Congo (Brazzaville),0,0,0,0
"2020-02-04",Congo (Kinshasa),0,0,0,0
"2020-02-04",Costa Rica,0,0,0,0
"2020-02-04",Cote d'Ivoire,0,0,0,0
"2020-02-04",Croatia,0,0,0,0
"2020-02-04",Cuba,0,0,0,0
"2020-02-04",Cyprus,0,0,0,0
"2020-02-04",Czechia,0,0,0,0
"2020-02-04",Denmark,0,0,0,0
"2020-02-04",Diamond Princess,0,0,0,0
"2020-02-04",Djibouti,0,0,0,0
"2020-02-04",Dominica,0,0,0,0
"2020-02-04",Dominican Republic,0,0,0,0
"2020-02-04",Ecuador,0,0,0,0
"2020-02-04",Egypt,0,0,0,0
"2020-02-04",El Salvador,0,0,0,0
"2020-02-04",Equatorial Guinea,0,0,0,0
"2020-02-04",Eritrea,0,0,0,0
"2020-02-04",Estonia,0,0,0,0
"2020-02-04",Eswatini,0,0,0,0
"2020-02-04",Ethiopia,0,0,0,0
"2020-02-04",Fiji,0,0,0,0
"2020-02-04",Finland,1,0,0,0
"2020-02-04",France,6,0,0,0
"2020-02-04",Gabon,0,0,0,0
"2020-02-04",Gambia,0,0,0,0
"2020-02-04",Georgia,0,0,0,0
"2020-02-04",Germany,12,0,0,0
"2020-02-04",Ghana,0,0,0,0
"2020-02-04",Greece,0,0,0,0
"2020-02-04",Grenada,0,0,0,0
"2020-02-04",Guatemala,0,0,0,0
"2020-02-04",Guinea,0,0,0,0
"2020-02-04",Guinea-Bissau,0,0,0,0
"2020-02-04",Guyana,0,0,0,0
"2020-02-04",Haiti,0,0,0,0
"2020-02-04",Holy See,0,0,0,0
"2020-02-04",Honduras,0,0,0,0
"2020-02-04",Hungary,0,0,0,0
"2020-02-04",Iceland,0,0,0,0
"2020-02-04",India,3,0,0,0
"2020-02-04",Indonesia,0,0,0,0
"2020-02-04",Iran,0,0,0,0
"2020-02-04",Iraq,0,0,0,0
"2020-02-04",Ireland,0,0,0,0
"2020-02-04",Israel,0,0,0,0
"2020-02-04",Italy,2,0,0,0
"2020-02-04",Jamaica,0,0,0,0
"2020-02-04",Japan,22,0,2,0
"2020-02-04",Jordan,0,0,0,0
"2020-02-04",Kazakhstan,0,0,0,0
"2020-02-04",Kenya,0,0,0,0
"2020-02-04","Korea, South",16,0,1,0
"2020-02-04",Kosovo,0,0,0,0
"2020-02-04",Kuwait,0,0,0,0
"2020-02-04",Kyrgyzstan,0,0,0,0
"2020-02-04",Laos,0,0,0,0
"2020-02-04",Latvia,0,0,0,0
"2020-02-04",Lebanon,0,0,0,0
"2020-02-04",Lesotho,0,0,0,0
"2020-02-04",Liberia,0,0,0,0
"2020-02-04",Libya,0,0,0,0
"2020-02-04",Liechtenstein,0,0,0,0
"2020-02-04",Lithuania,0,0,0,0
"2020-02-04",Luxembourg,0,0,0,0
"2020-02-04",MS Zaandam,0,0,0,0
"2020-02-04",Madagascar,0,0,0,0
"2020-02-04",Malawi,0,0,0,0
"2020-02-04",Malaysia,10,0,2,0
"2020-02-04",Maldives,0,0,0,0
"2020-02-04",Mali,0,0,0,0
"2020-02-04",Malta,0,0,0,0
"2020-02-04",Marshall Islands,0,0,0,0
"2020-02-04",Mauritania,0,0,0,0
"2020-02-04",Mauritius,0,0,0,0
"2020-02-04",Mexico,0,0,0,0
"2020-02-04",Micronesia,0,0,0,0
"2020-02-04",Moldova,0,0,0,0
"2020-02-04",Monaco,0,0,0,0
"2020-02-04",Mongolia,0,0,0,0
"2020-02-04",Montenegro,0,0,0,0
"2020-02-04",Morocco,0,0,0,0
"2020-02-04",Mozambique,0,0,0,0
"2020-02-04",Namibia,0,0,0,0
"2020-02-04",Nepal,1,0,0,0
"2020-02-04",Netherlands,0,0,0,0
"2020-02-04",New Zealand,0,0,0,0
"2020-02-04",Nicaragua,0,0,0,0
"2020-02-04",Niger,0,0,0,0
"2020-02-04",Nigeria,0,0,0,0
"2020-02-04",North Macedonia,0,0,0,0
"2020-02-04",Norway,0,0,0,0
"2020-02-04",Oman,0,0,0,0
"2020-02-04",Pakistan,0,0,0,0
"2020-02-04",Panama,0,0,0,0
"2020-02-04",Papua New Guinea,0,0,0,0
"2020-02-04",Paraguay,0,0,0,0
"2020-02-04",Peru,0,0,0,0
"2020-02-04",Philippines,2,1,0,0
"2020-02-04",Poland,0,0,0,0
"2020-02-04",Portugal,0,0,0,0
"2020-02-04",Qatar,0,0,0,0
"2020-02-04",Romania,0,0,0,0
"2020-02-04",Russia,2,0,0,0
"2020-02-04",Rwanda,0,0,0,0
"2020-02-04",Saint Kitts and Nevis,0,0,0,0
"2020-02-04",Saint Lucia,0,0,0,0
"2020-02-04",Saint Vincent and the Grenadines,0,0,0,0
"2020-02-04",Samoa,0,0,0,0
"2020-02-04",San Marino,0,0,0,0
"2020-02-04",Sao Tome and Principe,0,0,0,0
"2020-02-04",Saudi Arabia,0,0,0,0
"2020-02-04",Senegal,0,0,0,0
"2020-02-04",Serbia,0,0,0,0
"2020-02-04",Seychelles,0,0,0,0
"2020-02-04",Sierra Leone,0,0,0,0
"2020-02-04",Singapore,24,0,6,0
"2020-02-04",Slovakia,0,0,0,0
"2020-02-04",Slovenia,0,0,0,0
"2020-02-04",Solomon Islands,0,0,0,0
"2020-02-04",Somalia,0,0,0,0
"2020-02-04",South Africa,0,0,0,0
"2020-02-04",South Sudan,0,0,0,0
"2020-02-04",Spain,1,0,0,0
"2020-02-04",Sri Lanka,1,0,0,0
"2020-02-04",Sudan,0,0,0,0
"2020-02-04",Suriname,0,0,0,0
"2020-02-04",Sweden,1,0,0,0
"2020-02-04",Switzerland,0,0,0,0
"2020-02-04",Syria,0,0,0,0
"2020-02-04",Taiwan,11,0,1,0
"2020-02-04",Tajikistan,0,0,0,0
"2020-02-04",Tanzania,0,0,0,0
"2020-02-04",Thailand,25,0,6,0
"2020-02-04",Timor-Leste,0,0,0,0
"2020-02-04",Togo,0,0,0,0
"2020-02-04",Trinidad and Tobago,0,0,0,0
"2020-02-04",Tunisia,0,0,0,0
"2020-02-04",Turkey,0,0,0,0
"2020-02-04",US,11,0,0,0
"2020-02-04",Uganda,0,0,0,0
"2020-02-04",Ukraine,0,0,0,0
"2020-02-04",United Arab Emirates,5,0,0,0
"2020-02-04",United Kingdom,8,0,0,0
"2020-02-04",Uruguay,0,0,0,0
"2020-02-04",Uzbekistan,0,0,0,0
"2020-02-04",Vanuatu,0,0,0,0
"2020-02-04",Venezuela,0,0,0,0
"2020-02-04",Vietnam,8,0,0,0
"2020-02-04",West Bank and Gaza,0,0,0,0
"2020-02-04",Yemen,0,0,0,0
"2020-02-04",Zambia,0,0,0,0
"2020-02-04",Zimbabwe,0,0,0,0
"2020-02-05",Afghanistan,0,0,0,0
"2020-02-05",Albania,0,0,0,0
"2020-02-05",Algeria,0,0,0,0
"2020-02-05",Andorra,0,0,0,0
"2020-02-05",Angola,0,0,0,0
"2020-02-05",Antigua and Barbuda,0,0,0,0
"2020-02-05",Argentina,0,0,0,0
"2020-02-05",Armenia,0,0,0,0
"2020-02-05",Australia,13,0,0,0
"2020-02-05",Austria,0,0,0,0
"2020-02-05",Azerbaijan,0,0,0,0
"2020-02-05",Bahamas,0,0,0,0
"2020-02-05",Bahrain,0,0,0,0
"2020-02-05",Bangladesh,0,0,0,0
"2020-02-05",Barbados,0,0,0,0
"2020-02-05",Belarus,0,0,0,0
"2020-02-05",Belgium,1,0,0,0
"2020-02-05",Belize,0,0,0,0
"2020-02-05",Benin,0,0,0,0
"2020-02-05",Bhutan,0,0,0,0
"2020-02-05",Bolivia,0,0,0,0
"2020-02-05",Bosnia and Herzegovina,0,0,0,0
"2020-02-05",Botswana,0,0,0,0
"2020-02-05",Brazil,0,0,0,0
"2020-02-05",Brunei,0,0,0,0
"2020-02-05",Bulgaria,0,0,0,0
"2020-02-05",Burkina Faso,0,0,0,0
"2020-02-05",Burma,0,0,0,0
"2020-02-05",Burundi,0,0,0,0
"2020-02-05",Cabo Verde,0,0,0,0
"2020-02-05",Cambodia,1,0,0,0
"2020-02-05",Cameroon,0,0,0,0
"2020-02-05",Canada,5,0,1,0
"2020-02-05",Central African Republic,0,0,0,0
"2020-02-05",Chad,0,0,0,0
"2020-02-05",Chile,0,0,0,0
"2020-02-05",China,27440,563,3733,72
"2020-02-05",Colombia,0,0,0,0
"2020-02-05",Comoros,0,0,0,0
"2020-02-05",Congo (Brazzaville),0,0,0,0
"2020-02-05",Congo (Kinshasa),0,0,0,0
"2020-02-05",Costa Rica,0,0,0,0
"2020-02-05",Cote d'Ivoire,0,0,0,0
"2020-02-05",Croatia,0,0,0,0
"2020-02-05",Cuba,0,0,0,0
"2020-02-05",Cyprus,0,0,0,0
"2020-02-05",Czechia,0,0,0,0
"2020-02-05",Denmark,0,0,0,0
"2020-02-05",Diamond Princess,0,0,0,0
"2020-02-05",Djibouti,0,0,0,0
"2020-02-05",Dominica,0,0,0,0
"2020-02-05",Dominican Republic,0,0,0,0
"2020-02-05",Ecuador,0,0,0,0
"2020-02-05",Egypt,0,0,0,0
"2020-02-05",El Salvador,0,0,0,0
"2020-02-05",Equatorial Guinea,0,0,0,0
"2020-02-05",Eritrea,0,0,0,0
"2020-02-05",Estonia,0,0,0,0
"2020-02-05",Eswatini,0,0,0,0
"2020-02-05",Ethiopia,0,0,0,0
"2020-02-05",Fiji,0,0,0,0
"2020-02-05",Finland,1,0,0,0
"2020-02-05",France,6,0,0,0
"2020-02-05",Gabon,0,0,0,0
"2020-02-05",Gambia,0,0,0,0
"2020-02-05",Georgia,0,0,0,0
"2020-02-05",Germany,12,0,0,0
"2020-02-05",Ghana,0,0,0,0
"2020-02-05",Greece,0,0,0,0
"2020-02-05",Grenada,0,0,0,0
"2020-02-05",Guatemala,0,0,0,0
"2020-02-05",Guinea,0,0,0,0
"2020-02-05",Guinea-Bissau,0,0,0,0
"2020-02-05",Guyana,0,0,0,0
"2020-02-05",Haiti,0,0,0,0
"2020-02-05",Holy See,0,0,0,0
"2020-02-05",Honduras,0,0,0,0
"2020-02-05",Hungary,0,0,0,0
"2020-02-05",Iceland,0,0,0,0
"2020-02-05",India,3,0,0,0
"2020-02-05",Indonesia,0,0,0,0
"2020-02-05",Iran,0,0,0,0
"2020-02-05",Iraq,0,0,0,0
"2020-02-05",Ireland,0,0,0,0
"2020-02-05",Israel,0,0,0,0
"2020-02-05",Italy,2,0,0,0
"2020-02-05",Jamaica,0,0,0,0
"2020-02-05",Japan,23,0,1,0
"2020-02-05",Jordan,0,0,0,0
"2020-02-05",Kazakhstan,0,0,0,0
"2020-02-05",Kenya,0,0,0,0
"2020-02-05","Korea, South",19,0,3,0
"2020-02-05",Kosovo,0,0,0,0
"2020-02-05",Kuwait,0,0,0,0
"2020-02-05",Kyrgyzstan,0,0,0,0
"2020-02-05",Laos,0,0,0,0
"2020-02-05",Latvia,0,0,0,0
"2020-02-05",Lebanon,0,0,0,0
"2020-02-05",Lesotho,0,0,0,0
"2020-02-05",Liberia,0,0,0,0
"2020-02-05",Libya,0,0,0,0
"2020-02-05",Liechtenstein,0,0,0,0
"2020-02-05",Lithuania,0,0,0,0
"2020-02-05",Luxembourg,0,0,0,0
"2020-02-05",MS Zaandam,0,0,0,0
"2020-02-05",Madagascar,0,0,0,0
"2020-02-05",Malawi,0,0,0,0
"2020-02-05",Malaysia,12,0,2,0
"2020-02-05",Maldives,0,0,0,0
"2020-02-05",Mali,0,0,0,0
"2020-02-05",Malta,0,0,0,0
"2020-02-05",Marshall Islands,0,0,0,0
"2020-02-05",Mauritania,0,0,0,0
"2020-02-05",Mauritius,0,0,0,0
"2020-02-05",Mexico,0,0,0,0
"2020-02-05",Micronesia,0,0,0,0
"2020-02-05",Moldova,0,0,0,0
"2020-02-05",Monaco,0,0,0,0
"2020-02-05",Mongolia,0,0,0,0
"2020-02-05",Montenegro,0,0,0,0
"2020-02-05",Morocco,0,0,0,0
"2020-02-05",Mozambique,0,0,0,0
"2020-02-05",Namibia,0,0,0,0
"2020-02-05",Nepal,1,0,0,0
"2020-02-05",Netherlands,0,0,0,0
"2020-02-05",New Zealand,0,0,0,0
"2020-02-05",Nicaragua,0,0,0,0
"2020-02-05",Niger,0,0,0,0
"2020-02-05",Nigeria,0,0,0,0
"2020-02-05",North Macedonia,0,0,0,0
"2020-02-05",Norway,0,0,0,0
"2020-02-05",Oman,0,0,0,0
"2020-02-05",Pakistan,0,0,0,0
"2020-02-05",Panama,0,0,0,0
"2020-02-05",Papua New Guinea,0,0,0,0
"2020-02-05",Paraguay,0,0,0,0
"2020-02-05",Peru,0,0,0,0
"2020-02-05",Philippines,2,1,0,0
"2020-02-05",Poland,0,0,0,0
"2020-02-05",Portugal,0,0,0,0
"2020-02-05",Qatar,0,0,0,0
"2020-02-05",Romania,0,0,0,0
"2020-02-05",Russia,2,0,0,0
"2020-02-05",Rwanda,0,0,0,0
"2020-02-05",Saint Kitts and Nevis,0,0,0,0
"2020-02-05",Saint Lucia,0,0,0,0
"2020-02-05",Saint Vincent and the Grenadines,0,0,0,0
"2020-02-05",Samoa,0,0,0,0
"2020-02-05",San Marino,0,0,0,0
"2020-02-05",Sao Tome and Principe,0,0,0,0
"2020-02-05",Saudi Arabia,0,0,0,0
"2020-02-05",Senegal,0,0,0,0
"2020-02-05",Serbia,0,0,0,0
"2020-02-05",Seychelles,0,0,0,0
"2020-02-05",Sierra Leone,0,0,0,0
"2020-02-05",Singapore,28,0,4,0
"2020-02-05",Slovakia,0,0,0,0
"2020-02-05",Slovenia,0,0,0,0
"2020-02-05",Solomon Islands,0,0,0,0
"2020-02-05",Somalia,0,0,0,0
"2020-02-05",South Africa,0,0,0,0
"2020-02-05",South Sudan,0,0,0,0
"2020-02-05",Spain,1,0,0,0
"2020-02-05",Sri Lanka,1,0,0,0
"2020-02-05",Sudan,0,0,0,0
"2020-02-05",Suriname,0,0,0,0
"2020-02-05",Sweden,1,0,0,0
"2020-02-05",Switzerland,0,0,0,0
"2020-02-05",Syria,0,0,0,0
"2020-02-05",Taiwan,11,0,0,0
"2020-02-05",Tajikistan,0,0,0,0
"2020-02-05",Tanzania,0,0,0,0
"2020-02-05",Thailand,25,0,0,0
"2020-02-05",Timor-Leste,0,0,0,0
"2020-02-05",Togo,0,0,0,0
"2020-02-05",Trinidad and Tobago,0,0,0,0
"2020-02-05",Tunisia,0,0,0,0
"2020-02-05",Turkey,0,0,0,0
"2020-02-05",US,11,0,0,0
"2020-02-05",Uganda,0,0,0,0
"2020-02-05",Ukraine,0,0,0,0
"2020-02-05",United Arab Emirates,5,0,0,0
"2020-02-05",United Kingdom,9,0,1,0
"2020-02-05",Uruguay,0,0,0,0
"2020-02-05",Uzbekistan,0,0,0,0
"2020-02-05",Vanuatu,0,0,0,0
"2020-02-05",Venezuela,0,0,0,0
"2020-02-05",Vietnam,8,0,0,0
"2020-02-05",West Bank and Gaza,0,0,0,0
"2020-02-05",Yemen,0,0,0,0
"2020-02-05",Zambia,0,0,0,0
"2020-02-05",Zimbabwe,0,0,0,0
"2020-02-06",Afghanistan,0,0,0,0
"2020-02-06",Albania,0,0,0,0
"2020-02-06",Algeria,0,0,0,0
"2020-02-06",Andorra,0,0,0,0
"2020-02-06",Angola,0,0,0,0
"2020-02-06",Antigua and Barbuda,0,0,0,0
"2020-02-06",Argentina,0,0,0,0
"2020-02-06",Armenia,0,0,0,0
"2020-02-06",Australia,14,0,1,0
"2020-02-06",Austria,0,0,0,0
"2020-02-06",Azerbaijan,0,0,0,0
"2020-02-06",Bahamas,0,0,0,0
"2020-02-06",Bahrain,0,0,0,0
"2020-02-06",Bangladesh,0,0,0,0
"2020-02-06",Barbados,0,0,0,0
"2020-02-06",Belarus,0,0,0,0
"2020-02-06",Belgium,1,0,0,0
"2020-02-06",Belize,0,0,0,0
"2020-02-06",Benin,0,0,0,0
"2020-02-06",Bhutan,0,0,0,0
"2020-02-06",Bolivia,0,0,0,0
"2020-02-06",Bosnia and Herzegovina,0,0,0,0
"2020-02-06",Botswana,0,0,0,0
"2020-02-06",Brazil,0,0,0,0
"2020-02-06",Brunei,0,0,0,0
"2020-02-06",Bulgaria,0,0,0,0
"2020-02-06",Burkina Faso,0,0,0,0
"2020-02-06",Burma,0,0,0,0
"2020-02-06",Burundi,0,0,0,0
"2020-02-06",Cabo Verde,0,0,0,0
"2020-02-06",Cambodia,1,0,0,0
"2020-02-06",Cameroon,0,0,0,0
"2020-02-06",Canada,5,0,0,0
"2020-02-06",Central African Republic,0,0,0,0
"2020-02-06",Chad,0,0,0,0
"2020-02-06",Chile,0,0,0,0
"2020-02-06",China,30587,633,3147,70
"2020-02-06",Colombia,0,0,0,0
"2020-02-06",Comoros,0,0,0,0
"2020-02-06",Congo (Brazzaville),0,0,0,0
"2020-02-06",Congo (Kinshasa),0,0,0,0
"2020-02-06",Costa Rica,0,0,0,0
"2020-02-06",Cote d'Ivoire,0,0,0,0
"2020-02-06",Croatia,0,0,0,0
"2020-02-06",Cuba,0,0,0,0
"2020-02-06",Cyprus,0,0,0,0
"2020-02-06",Czechia,0,0,0,0
"2020-02-06",Denmark,0,0,0,0
"2020-02-06",Diamond Princess,0,0,0,0
"2020-02-06",Djibouti,0,0,0,0
"2020-02-06",Dominica,0,0,0,0
"2020-02-06",Dominican Republic,0,0,0,0
"2020-02-06",Ecuador,0,0,0,0
"2020-02-06",Egypt,0,0,0,0
"2020-02-06",El Salvador,0,0,0,0
"2020-02-06",Equatorial Guinea,0,0,0,0
"2020-02-06",Eritrea,0,0,0,0
"2020-02-06",Estonia,0,0,0,0
"2020-02-06",Eswatini,0,0,0,0
"2020-02-06",Ethiopia,0,0,0,0
"2020-02-06",Fiji,0,0,0,0
"2020-02-06",Finland,1,0,0,0
"2020-02-06",France,6,0,0,0
"2020-02-06",Gabon,0,0,0,0
"2020-02-06",Gambia,0,0,0,0
"2020-02-06",Georgia,0,0,0,0
"2020-02-06",Germany,12,0,0,0
"2020-02-06",Ghana,0,0,0,0
"2020-02-06",Greece,0,0,0,0
"2020-02-06",Grenada,0,0,0,0
"2020-02-06",Guatemala,0,0,0,0
"2020-02-06",Guinea,0,0,0,0
"2020-02-06",Guinea-Bissau,0,0,0,0
"2020-02-06",Guyana,0,0,0,0
"2020-02-06",Haiti,0,0,0,0
"2020-02-06",Holy See,0,0,0,0
"2020-02-06",Honduras,0,0,0,0
"2020-02-06",Hungary,0,0,0,0
"2020-02-06",Iceland,0,0,0,0
"2020-02-06",India,3,0,0,0
"2020-02-06",Indonesia,0,0,0,0
"2020-02-06",Iran,0,0,0,0
"2020-02-06",Iraq,0,0,0,0
"2020-02-06",Ireland,0,0,0,0
"2020-02-06",Israel,0,0,0,0
"2020-02-06",Italy,2,0,0,0
"2020-02-06",Jamaica,0,0,0,0
"2020-02-06",Japan,23,0,0,0
"2020-02-06",Jordan,0,0,0,0
"2020-02-06",Kazakhstan,0,0,0,0
"2020-02-06",Kenya,0,0,0,0
"2020-02-06","Korea, South",23,0,4,0
"2020-02-06",Kosovo,0,0,0,0
"2020-02-06",Kuwait,0,0,0,0
"2020-02-06",Kyrgyzstan,0,0,0,0
"2020-02-06",Laos,0,0,0,0
"2020-02-06",Latvia,0,0,0,0
"2020-02-06",Lebanon,0,0,0,0
"2020-02-06",Lesotho,0,0,0,0
"2020-02-06",Liberia,0,0,0,0
"2020-02-06",Libya,0,0,0,0
"2020-02-06",Liechtenstein,0,0,0,0
"2020-02-06",Lithuania,0,0,0,0
"2020-02-06",Luxembourg,0,0,0,0
"2020-02-06",MS Zaandam,0,0,0,0
"2020-02-06",Madagascar,0,0,0,0
"2020-02-06",Malawi,0,0,0,0
"2020-02-06",Malaysia,12,0,0,0
"2020-02-06",Maldives,0,0,0,0
"2020-02-06",Mali,0,0,0,0
"2020-02-06",Malta,0,0,0,0
"2020-02-06",Marshall Islands,0,0,0,0
"2020-02-06",Mauritania,0,0,0,0
"2020-02-06",Mauritius,0,0,0,0
"2020-02-06",Mexico,0,0,0,0
"2020-02-06",Micronesia,0,0,0,0
"2020-02-06",Moldova,0,0,0,0
"2020-02-06",Monaco,0,0,0,0
"2020-02-06",Mongolia,0,0,0,0
"2020-02-06",Montenegro,0,0,0,0
"2020-02-06",Morocco,0,0,0,0
"2020-02-06",Mozambique,0,0,0,0
"2020-02-06",Namibia,0,0,0,0
"2020-02-06",Nepal,1,0,0,0
"2020-02-06",Netherlands,0,0,0,0
"2020-02-06",New Zealand,0,0,0,0
"2020-02-06",Nicaragua,0,0,0,0
"2020-02-06",Niger,0,0,0,0
"2020-02-06",Nigeria,0,0,0,0
"2020-02-06",North Macedonia,0,0,0,0
"2020-02-06",Norway,0,0,0,0
"2020-02-06",Oman,0,0,0,0
"2020-02-06",Pakistan,0,0,0,0
"2020-02-06",Panama,0,0,0,0
"2020-02-06",Papua New Guinea,0,0,0,0
"2020-02-06",Paraguay,0,0,0,0
"2020-02-06",Peru,0,0,0,0
"2020-02-06",Philippines,2,1,0,0
"2020-02-06",Poland,0,0,0,0
"2020-02-06",Portugal,0,0,0,0
"2020-02-06",Qatar,0,0,0,0
"2020-02-06",Romania,0,0,0,0
"2020-02-06",Russia,2,0,0,0
"2020-02-06",Rwanda,0,0,0,0
"2020-02-06",Saint Kitts and Nevis,0,0,0,0
"2020-02-06",Saint Lucia,0,0,0,0
"2020-02-06",Saint Vincent and the Grenadines,0,0,0,0
"2020-02-06",Samoa,0,0,0,0
"2020-02-06",San Marino,0,0,0,0
"2020-02-06",Sao Tome and Principe,0,0,0,0
"2020-02-06",Saudi Arabia,0,0,0,0
"2020-02-06",Senegal,0,0,0,0
"2020-02-06",Serbia,0,0,0,0
"2020-02-06",Seychelles,0,0,0,0
